player_id,seasons_played,total_gp,total_w,total_l,career_w_pct,total_min,total_fgm,total_fga,career_fg_pct,total_fg3m,total_fg3a,career_fg3_pct,total_ftm,total_fta,career_ft_pct,total_oreb,total_dreb,total_reb,total_ast,total_tov,total_stl,total_blk,total_blka,total_pf,total_pfd,total_pts,total_plus_minus,total_nba_fantasy_pts,total_dd2,total_td3,career_ppg,career_rpg,career_apg,career_spg,career_bpg,career_topg,first_season,last_season
101128,10,549,227,322,0.41347906,11854.298,1564.0,3659.0,0.42743918,581.0,1627.0,0.35709897,614.0,768.0,0.7994792,278.0,1122.0,1400.0,747.0,545.0,441.0,388.0,145.0,1229.0,738.0,4323.0,-897.0,9065.501,3.0,0.0,7.874317,2.550091,1.3606558,0.8032787,0.70673954,0.99271405,22005,22014
101129,6,348,173,175,0.49712643,7795.388,1025.0,2426.0,0.42250618,451.0,1162.0,0.38812393,341.0,441.0,0.77324265,110.0,735.0,845.0,747.0,437.0,254.0,43.0,146.0,510.0,340.0,2842.0,-20.0,5430.5,1.0,0.0,8.166667,2.428161,2.1465516,0.72988504,0.123563215,1.2557471,22005,22010
101130,8,473,169,304,0.35729387,7261.927,976.0,2114.0,0.46168402,2.0,13.0,0.15384616,248.0,366.0,0.6775956,536.0,1300.0,1836.0,227.0,374.0,193.0,234.0,88.0,1158.0,341.0,2202.0,-1232.0,5652.6997,12.0,0.0,4.655391,3.8816068,0.47991544,0.40803382,0.4947146,0.7906977,22005,22012
101131,10,618,280,338,0.45307443,11377.656,1398.0,2823.0,0.49521786,0.0,5.0,0.0,685.0,1214.0,0.5642504,1048.0,1528.0,2576.0,266.0,487.0,230.0,490.0,224.0,1197.0,1112.0,3481.0,-808.0,8644.2,24.0,0.0,5.632686,4.168285,0.43042073,0.37216827,0.79288024,0.7880259,22005,22014
101132,7,409,216,193,0.52811736,8184.877,1268.0,2912.0,0.43543956,387.0,1154.0,0.33535528,638.0,836.0,0.7631579,388.0,1082.0,1470.0,321.0,409.0,159.0,73.0,161.0,886.0,583.0,3561.0,194.0,6093.4995,7.0,0.0,8.706601,3.594132,0.78484106,0.38875306,0.17848411,1.0,22005,22012
101133,12,618,354,264,0.57281554,10351.493,1201.0,2254.0,0.53283054,8.0,50.0,0.16,799.0,1305.0,0.6122605,937.0,1768.0,2705.0,357.0,601.0,357.0,443.0,218.0,1635.0,1124.0,3209.0,15.0,8789.5,15.0,0.0,5.192557,4.3770227,0.5776699,0.5776699,0.71682847,0.9724919,22007,22019
101134,2,51,27,24,0.5294118,507.06,67.0,143.0,0.46853146,0.0,0.0,,35.0,41.0,0.85365856,43.0,56.0,99.0,11.0,27.0,15.0,1.0,11.0,83.0,42.0,169.0,-62.0,325.30002,0.0,0.0,3.3137255,1.9411764,0.21568628,0.29411766,0.019607844,0.5294118,22005,22006
101135,12,829,396,433,0.47768396,24293.066,4587.0,8565.0,0.53555167,1.0,29.0,0.03448276,2057.0,2666.0,0.7715679,2149.0,5170.0,7319.0,1825.0,1454.0,625.0,329.0,798.0,2170.0,2047.0,11232.0,-84.0,24160.299,340.0,3.0,13.548854,8.82871,2.2014475,0.7539204,0.3968637,1.7539204,22005,22016
101136,3,157,54,103,0.34394905,2671.6985,446.0,1097.0,0.40656334,167.0,456.0,0.36622807,201.0,228.0,0.8815789,22.0,192.0,214.0,164.0,158.0,55.0,10.0,35.0,240.0,204.0,1260.0,-222.0,1799.8,0.0,0.0,8.025477,1.3630574,1.044586,0.35031846,0.06369427,1.0063695,22005,22007
101137,2,127,69,58,0.54330707,1683.0583,162.0,416.0,0.38942307,36.0,122.0,0.29508197,71.0,91.0,0.7802198,32.0,126.0,158.0,174.0,107.0,69.0,10.0,19.0,148.0,82.0,431.0,-14.0,1011.6,0.0,0.0,3.3937008,1.2440945,1.3700787,0.54330707,0.07874016,0.8425197,22005,22006
101138,12,758,394,364,0.5197889,16411.021,2558.0,5125.0,0.49912196,12.0,58.0,0.20689656,1447.0,1740.0,0.8316092,1139.0,2309.0,3448.0,608.0,718.0,295.0,479.0,434.0,1375.0,1329.0,6575.0,-598.0,13228.6,30.0,0.0,8.674143,4.548813,0.8021108,0.38918206,0.6319261,0.94722956,22005,22016
101139,16,849,448,401,0.5276796,17282.795,2883.0,7016.0,0.4109179,1250.0,3487.0,0.35847434,1092.0,1350.0,0.8088889,363.0,1648.0,2011.0,914.0,724.0,601.0,254.0,291.0,1792.0,1090.0,8108.0,760.0,13733.201,2.0,0.0,9.550059,2.368669,1.0765606,0.70789164,0.2991755,0.85276794,22005,22021
101141,13,825,409,416,0.49575758,18958.285,3123.0,7047.0,0.4431673,883.0,2409.0,0.36654213,1235.0,1590.0,0.7767296,1397.0,3264.0,4661.0,908.0,791.0,560.0,293.0,372.0,1994.0,1876.0,8364.0,-2.0,17087.201,100.0,0.0,10.138182,5.649697,1.1006061,0.6787879,0.3551515,0.95878786,22006,22020
101142,10,473,246,227,0.52008456,8018.9165,856.0,1607.0,0.53266954,0.0,7.0,0.0,497.0,782.0,0.63554984,520.0,1237.0,1757.0,618.0,358.0,181.0,593.0,150.0,1116.0,752.0,2209.0,69.0,7208.4,6.0,0.0,4.6701903,3.7145877,1.306554,0.38266385,1.2536998,0.75687104,22005,22014
101143,5,179,78,101,0.43575418,2660.7983,298.0,768.0,0.38802084,164.0,465.0,0.35268816,94.0,111.0,0.8468468,39.0,204.0,243.0,432.0,99.0,76.0,9.0,8.0,200.0,125.0,854.0,-136.0,1949.6,1.0,0.0,4.77095,1.3575419,2.4134078,0.424581,0.05027933,0.55307263,22005,22009
101144,6,200,128,72,0.64,2473.76,390.0,928.0,0.4202586,102.0,314.0,0.32484075,172.0,229.0,0.7510917,38.0,196.0,234.0,146.0,128.0,73.0,19.0,59.0,155.0,162.0,1054.0,32.0,1701.8,0.0,0.0,5.27,1.17,0.73,0.365,0.095,0.64,22005,22011
101145,12,833,418,415,0.5018007,29010.271,5723.0,12688.0,0.45105612,737.0,2349.0,0.31375054,2675.0,3463.0,0.77245164,520.0,2354.0,2874.0,3856.0,2246.0,1409.0,281.0,553.0,1950.0,3051.0,14858.0,-236.0,26914.8,48.0,0.0,17.836735,3.45018,4.6290517,1.6914766,0.33733493,2.6962786,22005,22016
101146,2,85,39,46,0.45882353,986.4766,137.0,354.0,0.38700566,14.0,74.0,0.1891892,53.0,71.0,0.74647886,27.0,51.0,78.0,165.0,66.0,31.0,2.0,35.0,83.0,67.0,341.0,-75.0,715.1,0.0,0.0,4.0117645,0.91764706,1.9411764,0.3647059,0.023529412,0.7764706,22008,22009
101147,1,17,9,8,0.5294118,143.91167,23.0,38.0,0.6052632,0.0,0.0,,1.0,6.0,0.16666667,19.0,17.0,36.0,2.0,2.0,2.0,6.0,2.0,25.0,3.0,47.0,11.0,115.2,0.0,0.0,2.764706,2.1176472,0.11764706,0.11764706,0.3529412,0.11764706,22005,22005
101148,1,5,3,2,0.6,5.87,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-17.0,-1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,22006,22006
101149,1,6,1,5,0.16666667,9.366667,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,10.8,0.0,0.0,0.0,0.6666667,0.0,0.33333334,0.0,0.0,22005,22005
101150,17,1123,567,556,0.5048976,27101.955,5047.0,12045.0,0.41901204,1457.0,4146.0,0.35142305,4042.0,4803.0,0.8415574,431.0,2053.0,2484.0,3789.0,1896.0,952.0,192.0,733.0,1439.0,3539.0,15593.0,574.0,25793.299,21.0,1.0,13.885129,2.2119324,3.3739982,0.8477293,0.17097062,1.6883348,22005,22021
101152,2,26,7,19,0.26923078,325.24167,45.0,111.0,0.4054054,12.0,37.0,0.3243243,27.0,34.0,0.7941176,10.0,29.0,39.0,20.0,14.0,10.0,1.0,6.0,14.0,26.0,129.0,42.0,224.79999,0.0,0.0,4.9615383,1.5,0.7692308,0.3846154,0.03846154,0.53846157,22005,22006
101153,3,145,44,101,0.3034483,2347.62,263.0,560.0,0.46964285,43.0,136.0,0.31617647,101.0,124.0,0.8145161,107.0,223.0,330.0,115.0,92.0,50.0,35.0,27.0,186.0,120.0,670.0,-174.0,1401.5,0.0,0.0,4.62069,2.275862,0.79310346,0.3448276,0.2413793,0.63448274,22006,22012
101154,9,564,246,318,0.43617022,12462.4,2327.0,4981.0,0.46717528,52.0,219.0,0.23744293,1000.0,1380.0,0.7246377,1043.0,1981.0,3024.0,798.0,914.0,492.0,458.0,435.0,1382.0,1216.0,5706.0,-1211.0,12467.801,67.0,0.0,10.117022,5.361702,1.4148936,0.87234044,0.8120567,1.6205673,22005,22013
101155,8,487,155,332,0.31827515,13462.568,1891.0,4249.0,0.4450459,334.0,956.0,0.3493724,810.0,1014.0,0.79881656,617.0,1622.0,2239.0,712.0,550.0,351.0,78.0,208.0,942.0,741.0,4926.0,-1560.0,9417.8,27.0,1.0,10.114989,4.597536,1.4620123,0.72073925,0.16016427,1.1293634,22005,22013
101156,1,23,10,13,0.4347826,211.83,23.0,57.0,0.40350878,0.0,0.0,,3.0,6.0,0.5,16.0,27.0,43.0,17.0,14.0,7.0,8.0,6.0,41.0,7.0,49.0,-44.0,157.1,0.0,0.0,2.1304348,1.8695652,0.73913044,0.3043478,0.3478261,0.6086956,22005,22005
101158,4,131,47,84,0.35877863,1554.3817,127.0,328.0,0.3871951,11.0,52.0,0.21153846,61.0,95.0,0.6421053,49.0,146.0,195.0,155.0,144.0,98.0,15.0,18.0,228.0,79.0,326.0,-172.0,987.5,0.0,0.0,2.4885497,1.4885496,1.1832061,0.7480916,0.114503816,1.0992366,22005,22010
101159,2,16,9,7,0.5625,92.69833,17.0,40.0,0.425,4.0,13.0,0.30769232,7.0,8.0,0.875,7.0,12.0,19.0,3.0,3.0,3.0,1.0,3.0,8.0,8.0,45.0,-21.0,81.3,0.0,0.0,2.8125,1.1875,0.1875,0.1875,0.0625,0.1875,22005,22006
101160,2,87,37,50,0.42528737,1149.4333,114.0,252.0,0.45238096,0.0,4.0,0.0,106.0,154.0,0.6883117,127.0,183.0,310.0,35.0,41.0,44.0,15.0,44.0,163.0,117.0,334.0,-34.0,894.5,1.0,0.0,3.8390806,3.5632184,0.40229884,0.50574714,0.1724138,0.47126436,22005,22006
101161,14,870,458,412,0.5264368,18321.123,2558.0,4490.0,0.5697105,107.0,322.0,0.33229813,879.0,1307.0,0.6725325,1723.0,2969.0,4692.0,1073.0,932.0,524.0,839.0,341.0,2578.0,1317.0,6102.0,914.0,16498.9,68.0,0.0,7.013793,5.3931036,1.2333333,0.60229886,0.9643678,1.0712644,22005,22018
101162,12,806,449,357,0.557072,20689.416,3401.0,6168.0,0.5513943,3.0,20.0,0.15,1146.0,1686.0,0.6797153,1759.0,4648.0,6407.0,915.0,958.0,383.0,885.0,462.0,1775.0,1727.0,7951.0,721.0,19857.898,229.0,0.0,9.864764,7.9491315,1.1352358,0.4751861,1.0980148,1.1885856,22007,22018
101165,2,30,7,23,0.23333333,234.685,34.0,92.0,0.36956522,8.0,25.0,0.32,5.0,10.0,0.5,9.0,20.0,29.0,16.0,11.0,6.0,4.0,5.0,13.0,10.0,81.0,-32.0,158.8,0.0,0.0,2.7,0.96666664,0.53333336,0.2,0.13333334,0.36666667,22005,22008
101166,1,20,9,11,0.45,71.99333,14.0,26.0,0.53846157,1.0,2.0,0.5,9.0,13.0,0.6923077,7.0,7.0,14.0,1.0,9.0,1.0,2.0,3.0,11.0,9.0,38.0,-36.0,56.3,0.0,0.0,1.9,0.7,0.05,0.05,0.1,0.45,22006,22006
101177,6,336,218,118,0.64880955,4869.793,481.0,835.0,0.5760479,0.0,4.0,0.0,119.0,193.0,0.6165803,443.0,732.0,1175.0,300.0,225.0,89.0,75.0,68.0,733.0,335.0,1081.0,102.0,3207.9998,7.0,0.0,3.2172618,3.4970238,0.89285713,0.26488096,0.22321428,0.66964287,22005,22010
101178,1,19,5,14,0.2631579,134.51666,14.0,41.0,0.34146342,3.0,12.0,0.25,13.0,15.0,0.8666667,3.0,7.0,10.0,5.0,8.0,7.0,0.0,4.0,10.0,12.0,44.0,-7.0,76.5,0.0,0.0,2.3157895,0.5263158,0.2631579,0.36842105,0.0,0.42105263,22005,22005
101179,12,544,260,284,0.4779412,7293.105,738.0,1980.0,0.37272727,244.0,808.0,0.3019802,295.0,400.0,0.7375,176.0,482.0,658.0,960.0,476.0,424.0,56.0,117.0,922.0,508.0,2015.0,-261.0,5208.6,0.0,0.0,3.704044,1.2095588,1.7647059,0.7794118,0.10294118,0.875,22005,22016
101180,2,138,67,71,0.48550725,2529.8484,298.0,751.0,0.39680427,130.0,366.0,0.35519126,207.0,228.0,0.90789473,34.0,188.0,222.0,399.0,206.0,66.0,5.0,27.0,183.0,163.0,933.0,-53.0,1804.8999,1.0,0.0,6.7608695,1.6086956,2.8913043,0.47826087,0.036231883,1.4927536,22005,22006
101181,14,895,377,518,0.42122906,23642.156,3038.0,6440.0,0.47173914,920.0,2260.0,0.40707964,925.0,1060.0,0.8726415,303.0,1845.0,2148.0,5148.0,1339.0,716.0,71.0,246.0,1476.0,1181.0,7921.0,-1202.0,19242.604,97.0,2.0,8.850279,2.4,5.7519555,0.8,0.07932961,1.4960893,22005,22018
101182,2,98,48,50,0.48979592,833.83997,109.0,276.0,0.39492753,7.0,34.0,0.20588236,41.0,64.0,0.640625,30.0,76.0,106.0,90.0,59.0,47.0,7.0,14.0,81.0,46.0,266.0,-87.0,631.2,0.0,0.0,2.7142856,1.0816326,0.9183673,0.47959185,0.071428575,0.6020408,22005,22006
101183,8,146,66,80,0.4520548,1203.0732,129.0,287.0,0.44947734,1.0,6.0,0.16666667,81.0,149.0,0.54362416,151.0,212.0,363.0,36.0,59.0,44.0,38.0,40.0,193.0,142.0,340.0,42.0,1016.6,0.0,0.0,2.328767,2.4863014,0.24657534,0.30136988,0.26027396,0.4041096,22005,22014
101184,1,2,0,2,0.0,4.7683334,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22005,22005
101185,2,63,25,38,0.3968254,602.67334,56.0,149.0,0.37583894,5.0,21.0,0.23809524,53.0,74.0,0.7162162,16.0,44.0,60.0,23.0,34.0,20.0,12.0,14.0,39.0,54.0,170.0,-63.0,338.5,0.0,0.0,2.6984127,0.95238096,0.36507937,0.31746033,0.1904762,0.53968257,22005,22006
101187,8,330,158,172,0.47878787,6792.3184,843.0,2084.0,0.40451056,331.0,963.0,0.34371755,404.0,495.0,0.81616163,151.0,563.0,714.0,371.0,290.0,182.0,31.0,116.0,602.0,543.0,2421.0,-271.0,4183.3,0.0,0.0,7.336364,2.1636364,1.1242424,0.55151516,0.093939394,0.8787879,22005,22016
101188,1,19,10,9,0.5263158,141.20833,15.0,37.0,0.4054054,1.0,7.0,0.14285715,8.0,10.0,0.8,7.0,21.0,28.0,8.0,9.0,9.0,2.0,3.0,17.0,8.0,39.0,16.0,108.6,0.0,0.0,2.0526316,1.4736842,0.42105263,0.47368422,0.10526316,0.47368422,22005,22005
101189,5,243,132,111,0.54320985,3254.09,362.0,783.0,0.46232438,35.0,120.0,0.29166666,195.0,234.0,0.8333333,321.0,589.0,910.0,109.0,140.0,97.0,117.0,50.0,390.0,229.0,954.0,-125.0,2711.5,13.0,0.0,3.925926,3.7448559,0.44855967,0.39917696,0.4814815,0.5761317,22005,22011
101190,1,2,2,0,1.0,3.3833334,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,22005,22005
101194,3,65,29,36,0.44615385,590.68835,102.0,255.0,0.4,52.0,146.0,0.3561644,9.0,10.0,0.9,8.0,41.0,49.0,35.0,24.0,23.0,1.0,7.0,51.0,12.0,265.0,-111.0,424.3,0.0,0.0,4.076923,0.75384617,0.53846157,0.35384616,0.015384615,0.36923078,22005,22008
101195,2,31,15,16,0.48387095,266.61334,23.0,49.0,0.46938777,0.0,0.0,,9.0,20.0,0.45,18.0,36.0,54.0,8.0,9.0,3.0,7.0,7.0,46.0,17.0,55.0,8.0,152.8,0.0,0.0,1.7741935,1.7419355,0.2580645,0.09677419,0.22580644,0.29032257,22005,22006
101198,8,360,138,222,0.38333333,6610.3813,1117.0,2529.0,0.44167656,84.0,309.0,0.27184466,603.0,755.0,0.7986755,125.0,436.0,561.0,1185.0,578.0,256.0,29.0,235.0,670.0,638.0,2921.0,-850.0,5648.7,6.0,0.0,8.113889,1.5583333,3.2916667,0.7111111,0.08055556,1.6055555,22005,22014
101204,5,82,45,37,0.5487805,636.6517,33.0,65.0,0.50769234,0.0,1.0,0.0,41.0,83.0,0.4939759,86.0,105.0,191.0,12.0,26.0,11.0,29.0,14.0,112.0,60.0,107.0,-25.0,448.19998,0.0,0.0,1.304878,2.3292682,0.14634146,0.13414635,0.35365853,0.31707317,22005,22009
101207,1,39,12,27,0.30769232,340.18332,22.0,88.0,0.25,10.0,54.0,0.18518518,16.0,17.0,0.9411765,4.0,22.0,26.0,48.0,25.0,26.0,2.0,6.0,63.0,16.0,70.0,-2.0,232.2,0.0,0.0,1.7948718,0.6666667,1.2307693,0.6666667,0.051282052,0.64102566,22005,22005
101209,1,27,13,14,0.4814815,134.61333,6.0,28.0,0.21428572,0.0,2.0,0.0,13.0,21.0,0.61904764,10.0,14.0,24.0,7.0,5.0,3.0,0.0,4.0,13.0,12.0,25.0,-43.0,68.3,0.0,0.0,0.9259259,0.8888889,0.25925925,0.11111111,0.0,0.18518518,22005,22005
101211,6,239,101,138,0.42259413,2914.1382,378.0,848.0,0.4457547,53.0,172.0,0.30813953,157.0,205.0,0.76585364,77.0,347.0,424.0,117.0,155.0,57.0,19.0,52.0,352.0,174.0,966.0,-352.0,1723.2999,0.0,0.0,4.041841,1.7740586,0.48953974,0.23849373,0.07949791,0.64853555,22005,22010
101212,2,70,18,52,0.25714287,576.095,42.0,96.0,0.4375,0.0,1.0,0.0,37.0,60.0,0.6166667,68.0,106.0,174.0,11.0,42.0,18.0,11.0,20.0,124.0,62.0,121.0,-33.0,391.3,1.0,0.0,1.7285714,2.4857142,0.15714286,0.25714287,0.15714286,0.6,22005,22006
101213,1,3,3,0,1.0,13.033334,2.0,3.0,0.6666667,0.0,0.0,,0.0,0.0,,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,7.0,2.0,4.0,-11.0,8.6,0.0,0.0,1.3333334,1.0,0.0,0.0,0.33333334,0.6666667,22005,22005
101214,3,90,53,37,0.5888889,1153.4983,127.0,344.0,0.36918604,45.0,144.0,0.3125,41.0,57.0,0.71929824,24.0,109.0,133.0,56.0,35.0,22.0,8.0,24.0,109.0,53.0,340.0,-114.0,638.6,0.0,0.0,3.7777777,1.4777777,0.62222224,0.24444444,0.08888889,0.3888889,22008,22010
101215,3,16,5,11,0.3125,107.69833,3.0,22.0,0.13636364,0.0,6.0,0.0,1.0,8.0,0.125,4.0,7.0,11.0,16.0,6.0,0.0,0.0,3.0,13.0,8.0,7.0,-66.0,38.2,0.0,0.0,0.4375,0.6875,1.0,0.0,0.0,0.375,22006,22012
101219,1,12,5,7,0.41666666,108.00667,19.0,38.0,0.5,5.0,15.0,0.33333334,9.0,14.0,0.64285713,1.0,16.0,17.0,9.0,9.0,7.0,0.0,1.0,14.0,12.0,52.0,29.0,97.9,0.0,0.0,4.3333335,1.4166666,0.75,0.5833333,0.0,0.75,22005,22005
101223,1,19,13,6,0.68421054,118.12334,6.0,18.0,0.33333334,0.0,0.0,,4.0,4.0,1.0,0.0,14.0,14.0,24.0,11.0,4.0,1.0,3.0,13.0,7.0,16.0,-4.0,72.8,0.0,0.0,0.84210527,0.7368421,1.2631578,0.21052632,0.05263158,0.57894737,22005,22005
101230,1,12,7,5,0.5833333,81.613335,6.0,25.0,0.24,1.0,3.0,0.33333334,5.0,8.0,0.625,3.0,10.0,13.0,2.0,8.0,2.0,3.0,3.0,13.0,5.0,18.0,-5.0,43.6,0.0,0.0,1.5,1.0833334,0.16666667,0.16666667,0.25,0.6666667,22005,22005
101232,1,3,3,0,1.0,13.3,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,-10.0,2.6,0.0,0.0,0.6666667,1.0,0.0,0.0,0.0,1.0,22006,22006
101235,5,208,99,109,0.47596154,5024.839,802.0,1748.0,0.45881006,210.0,514.0,0.4085603,364.0,473.0,0.76955605,257.0,572.0,829.0,230.0,203.0,130.0,103.0,124.0,408.0,372.0,2178.0,-340.0,4013.8,8.0,0.0,10.471154,3.9855769,1.1057693,0.625,0.49519232,0.97596157,22006,22011
101236,11,644,347,297,0.53881985,11814.767,1047.0,2104.0,0.49762356,0.0,14.0,0.0,316.0,510.0,0.61960787,1119.0,2124.0,3243.0,781.0,461.0,478.0,237.0,280.0,1485.0,563.0,2410.0,673.0,9157.1,21.0,1.0,3.7422361,5.035714,1.2127329,0.742236,0.36801243,0.7158385,22005,22015
101238,1,23,14,9,0.6086956,151.53833,22.0,53.0,0.41509435,0.0,1.0,0.0,6.0,9.0,0.6666667,15.0,22.0,37.0,7.0,6.0,2.0,5.0,3.0,23.0,10.0,50.0,-44.0,119.9,0.0,0.0,2.173913,1.6086956,0.3043478,0.08695652,0.2173913,0.26086956,22005,22005
101247,1,2,1,1,0.5,9.6,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,4.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22007,22007
101249,8,242,116,126,0.47933885,2926.7268,454.0,1185.0,0.38312235,163.0,474.0,0.34388185,76.0,99.0,0.7676768,57.0,180.0,237.0,362.0,128.0,88.0,2.0,35.0,195.0,153.0,1147.0,-96.0,2116.4,0.0,0.0,4.7396693,0.9793388,1.4958677,0.36363637,0.008264462,0.5289256,22005,22016
101261,2,54,20,34,0.37037036,602.03503,67.0,181.0,0.37016574,21.0,56.0,0.375,37.0,52.0,0.71153843,24.0,44.0,68.0,55.0,37.0,18.0,3.0,24.0,62.0,68.0,192.0,-47.0,382.09998,0.0,0.0,3.5555556,1.2592592,1.0185186,0.33333334,0.055555556,0.6851852,22005,22007
200081,5,286,140,146,0.48951048,6452.0864,723.0,1568.0,0.46109694,177.0,538.0,0.32899627,184.0,229.0,0.80349344,201.0,1026.0,1227.0,291.0,147.0,229.0,236.0,38.0,424.0,208.0,1807.0,95.0,4963.9,4.0,0.0,6.318182,4.29021,1.0174825,0.8006993,0.8251748,0.513986,22007,22011
200745,10,550,216,334,0.3927273,15806.578,2932.0,6676.0,0.43918514,627.0,1771.0,0.35403726,1382.0,1677.0,0.82409066,530.0,2011.0,2541.0,653.0,851.0,207.0,470.0,264.0,1338.0,1577.0,7873.0,-1290.0,13081.701,28.0,0.0,14.314546,4.62,1.1872727,0.37636364,0.8545455,1.5472727,22006,22015
200746,16,1076,632,444,0.5873606,36241.89,8311.0,16872.0,0.49259126,227.0,710.0,0.3197183,3709.0,4563.0,0.8128424,2776.0,5960.0,8736.0,2076.0,1643.0,758.0,1187.0,554.0,2598.0,3917.0,20558.0,2785.0,38347.2,354.0,0.0,19.105947,8.118959,1.929368,0.704461,1.1031599,1.5269517,22006,22021
200747,3,161,76,85,0.47204968,3277.8052,467.0,1252.0,0.37300318,124.0,375.0,0.33066666,142.0,200.0,0.71,82.0,260.0,342.0,222.0,172.0,40.0,12.0,52.0,273.0,176.0,1200.0,-383.0,1927.4,0.0,0.0,7.4534163,2.1242237,1.3788819,0.24844721,0.07453416,1.068323,22006,22009
200748,8,402,177,225,0.4402985,7932.42,1147.0,2620.0,0.43778625,8.0,34.0,0.23529412,791.0,1080.0,0.7324074,550.0,1388.0,1938.0,347.0,527.0,328.0,525.0,242.0,989.0,887.0,3093.0,-506.0,7971.1,34.0,0.0,7.69403,4.8208957,0.8631841,0.8159204,1.3059702,1.3109453,22006,22014
200749,6,361,162,199,0.44875348,5585.9863,590.0,1276.0,0.46238244,2.0,9.0,0.22222222,436.0,589.0,0.7402377,529.0,1033.0,1562.0,163.0,304.0,179.0,164.0,128.0,733.0,565.0,1618.0,-521.0,4461.9,16.0,0.0,4.4819946,4.32687,0.45152354,0.49584487,0.45429364,0.84210527,22006,22011
200750,6,326,186,140,0.5705522,11559.934,2224.0,4849.0,0.45865127,322.0,925.0,0.3481081,1366.0,1707.0,0.8002343,347.0,1041.0,1388.0,1517.0,595.0,335.0,76.0,203.0,630.0,1482.0,6136.0,675.0,10715.1,19.0,1.0,18.822086,4.2576685,4.653374,1.0276073,0.23312883,1.8251534,22006,22012
200751,11,752,302,450,0.40159574,19279.094,2704.0,6750.0,0.4005926,1104.0,3017.0,0.3659264,1217.0,1429.0,0.8516445,245.0,1441.0,1686.0,2112.0,1106.0,528.0,220.0,379.0,1584.0,1137.0,7729.0,-1387.0,14058.201,11.0,0.0,10.2779255,2.2420213,2.8085105,0.70212764,0.2925532,1.4707447,22006,22016
200752,17,1120,511,609,0.45625,34560.234,6670.0,14771.0,0.4515605,1186.0,3429.0,0.34587345,3116.0,3898.0,0.7993843,1447.0,4836.0,6283.0,2280.0,2245.0,1231.0,798.0,818.0,2524.0,2924.0,17642.0,-158.0,32443.598,86.0,0.0,15.751785,5.6098213,2.0357144,1.0991071,0.7125,2.0044644,22006,22022
200753,4,90,47,43,0.5222222,523.7767,79.0,160.0,0.49375,0.0,3.0,0.0,28.0,48.0,0.5833333,32.0,95.0,127.0,25.0,42.0,18.0,40.0,15.0,126.0,36.0,186.0,-24.0,507.90002,0.0,0.0,2.0666666,1.4111111,0.2777778,0.2,0.44444445,0.46666667,22006,22009
200754,3,47,7,40,0.14893617,259.72665,35.0,82.0,0.42682928,0.0,0.0,,33.0,56.0,0.58928573,28.0,47.0,75.0,1.0,15.0,4.0,22.0,6.0,44.0,34.0,103.0,-53.0,257.5,0.0,0.0,2.1914895,1.5957447,0.021276595,0.08510638,0.4680851,0.31914893,22006,22008
200755,15,940,569,371,0.60531914,23964.762,4009.0,8976.0,0.44663548,1950.0,4704.0,0.41454083,2060.0,2310.0,0.8917749,172.0,1731.0,1903.0,1862.0,1040.0,420.0,88.0,228.0,1417.0,1927.0,12028.0,2736.0,17588.6,1.0,0.0,12.795745,2.0244682,1.980851,0.44680852,0.09361702,1.106383,22006,22020
200756,6,292,149,143,0.510274,3379.175,347.0,693.0,0.5007215,2.0,7.0,0.2857143,184.0,316.0,0.5822785,292.0,474.0,766.0,102.0,230.0,90.0,142.0,79.0,544.0,332.0,880.0,-251.0,2418.2,2.0,0.0,3.0136986,2.6232877,0.34931508,0.30821916,0.48630136,0.7876712,22006,22013
200757,14,869,520,349,0.59838897,19060.133,1916.0,4264.0,0.44934335,513.0,1468.0,0.34945503,649.0,887.0,0.7316798,626.0,2626.0,3252.0,1196.0,755.0,935.0,366.0,248.0,1418.0,756.0,4994.0,1078.0,13838.398,15.0,0.0,5.746835,3.7422326,1.3762946,1.0759493,0.42117375,0.8688147,22006,22019
